line_id,invoice_id,description,quantity,unit_price,line_total
1346,686,support plan,9,247.25,2225.25
1347,686,usage overage,6,1924.81,11548.86
1348,687,subscription,1,906.57,906.57
1349,688,support plan,3,1636.03,4908.09
1350,689,subscription,5,290.71,1453.55
1351,689,onboarding services,3,702.3,2106.9
1352,689,add-on seats,10,706.79,7067.9
1353,690,usage overage,10,1321.85,13218.5
1354,690,usage overage,10,2087.22,20872.2
1355,690,support plan,7,992.65,6948.55
1356,691,usage overage,2,986.87,1973.74
1357,692,add-on seats,6,746.82,4480.92
1358,692,usage overage,4,1349.27,5397.08
1359,693,subscription,10,225.46,2254.6
1360,693,subscription,10,1029.67,10296.7
1361,693,support plan,6,1686.0,10116.0
1362,694,support plan,4,1881.56,7526.24
1363,695,add-on seats,9,1393.44,12540.96
1364,696,add-on seats,3,1124.96,3374.88
1365,697,support plan,1,1891.39,1891.39
1366,697,onboarding services,9,207.31,1865.79
1367,697,subscription,6,2182.42,13094.52
1368,698,add-on seats,6,757.44,4544.64
1369,698,support plan,9,933.76,8403.84
1370,699,usage overage,4,1355.54,5422.16
1371,700,onboarding services,3,1148.97,3446.91
1372,701,subscription,10,863.92,8639.2
1373,702,support plan,6,938.79,5632.74
1374,702,add-on seats,3,1670.79,5012.37
1375,703,support plan,3,1035.49,3106.47
1376,703,add-on seats,5,136.42,682.1
1377,704,usage overage,6,1715.5,10293.0
1378,705,support plan,8,1581.69,12653.52
1379,705,support plan,9,702.88,6325.92
1380,705,support plan,4,994.49,3977.96
1381,706,usage overage,4,351.45,1405.8
1382,706,usage overage,8,718.91,5751.28
1383,707,onboarding services,4,1356.54,5426.16
1384,708,usage overage,8,1292.75,10342.0
1385,708,usage overage,7,1544.85,10813.95
1386,709,support plan,9,1578.38,14205.42
1387,709,onboarding services,10,731.78,7317.8
1388,709,subscription,9,1703.87,15334.83
1389,710,add-on seats,2,230.68,461.36
1390,710,onboarding services,4,504.38,2017.52
1391,710,support plan,6,1368.12,8208.72
1392,711,onboarding services,2,409.02,818.04
1393,712,add-on seats,6,400.76,2404.56
1394,713,usage overage,10,173.12,1731.2
1395,713,support plan,9,1126.77,10140.93
1396,713,add-on seats,9,292.67,2634.03
1397,714,usage overage,9,1532.18,13789.62
1398,714,usage overage,2,1594.75,3189.5
1399,714,support plan,2,100.67,201.34
1400,715,support plan,3,987.15,2961.45
1401,715,usage overage,6,1182.5,7095.0
1402,715,usage overage,6,2052.74,12316.44
1403,716,onboarding services,10,686.14,6861.4
1404,716,onboarding services,4,1516.74,6066.96
1405,716,add-on seats,5,387.69,1938.45
1406,717,support plan,9,1899.81,17098.29
1407,717,support plan,9,1926.17,17335.53
1408,717,add-on seats,10,298.08,2980.8
1409,718,usage overage,8,629.93,5039.44
1410,719,usage overage,1,1687.79,1687.79
1411,719,usage overage,6,564.7,3388.2
1412,719,add-on seats,6,1580.42,9482.52
1413,720,subscription,4,986.16,3944.64
1414,720,add-on seats,9,1085.91,9773.19
1415,720,usage overage,9,813.15,7318.35
1416,721,support plan,9,1699.99,15299.91
1417,722,add-on seats,2,1518.0,3036.0
1418,722,support plan,9,1132.53,10192.77
1419,722,add-on seats,9,1966.04,17694.36
1420,723,usage overage,3,1372.44,4117.32
1421,724,add-on seats,7,739.31,5175.17
1422,725,support plan,10,721.11,7211.1
1423,725,support plan,5,1569.23,7846.15
1424,725,support plan,5,946.41,4732.05
1425,726,subscription,9,1498.26,13484.34
1426,727,subscription,9,312.1,2808.9
1427,727,support plan,1,894.13,894.13
1428,728,onboarding services,2,2033.97,4067.94
1429,728,support plan,7,157.4,1101.8
1430,728,add-on seats,8,1088.25,8706.0
1431,729,onboarding services,10,1456.68,14566.8
1432,729,onboarding services,8,1212.58,9700.64
1433,730,support plan,3,130.6,391.8
1434,730,add-on seats,6,888.26,5329.56
1435,730,add-on seats,7,1070.85,7495.95
1436,731,add-on seats,4,853.75,3415.0
1437,732,usage overage,4,1389.03,5556.12
1438,733,onboarding services,3,2003.81,6011.43
1439,733,support plan,6,780.98,4685.88
1440,733,onboarding services,8,1369.65,10957.2
1441,734,subscription,1,1213.2,1213.2
1442,734,onboarding services,7,1809.15,12664.05
1443,734,usage overage,5,296.13,1480.65
1444,735,usage overage,1,1216.64,1216.64
1445,736,usage overage,1,1974.68,1974.68
1446,737,add-on seats,8,92.18,737.44
1447,738,usage overage,3,504.06,1512.18
1448,739,add-on seats,4,387.44,1549.76
1449,739,onboarding services,2,1179.33,2358.66
1450,739,support plan,6,2137.9,12827.4
1451,740,subscription,5,884.87,4424.35
1452,740,add-on seats,10,286.41,2864.1
1453,740,usage overage,4,1714.67,6858.68
1454,741,subscription,5,2161.63,10808.15
1455,742,subscription,7,334.13,2338.91
1456,743,onboarding services,8,1912.15,15297.2
1457,744,onboarding services,9,878.69,7908.21
1458,744,subscription,4,1641.52,6566.08
1459,745,add-on seats,5,2145.84,10729.2
1460,746,onboarding services,2,1600.65,3201.3
1461,746,add-on seats,2,318.21,636.42
1462,747,onboarding services,1,1601.64,1601.64
1463,747,subscription,10,351.83,3518.3
1464,747,onboarding services,3,1077.17,3231.51
1465,748,onboarding services,4,176.36,705.44
1466,748,subscription,10,1020.42,10204.2
1467,748,subscription,6,1006.7,6040.2
1468,749,usage overage,4,1462.68,5850.72
1469,750,onboarding services,5,1055.57,5277.85
1470,750,usage overage,3,2143.24,6429.72
1471,751,support plan,7,1448.2,10137.4
1472,751,support plan,3,1121.02,3363.06
1473,751,subscription,9,1564.25,14078.25
1474,752,add-on seats,2,854.96,1709.92
1475,752,support plan,2,174.2,348.4
1476,752,onboarding services,2,1940.28,3880.56
1477,753,add-on seats,8,1430.18,11441.44
1478,753,usage overage,2,2156.76,4313.52
1479,754,support plan,10,2004.91,20049.1
1480,754,support plan,6,1006.27,6037.62
1481,755,usage overage,5,840.91,4204.55
1482,755,onboarding services,2,2100.51,4201.02
1483,756,onboarding services,1,1228.42,1228.42
1484,757,support plan,1,1479.48,1479.48
1485,757,subscription,5,901.91,4509.55
1486,757,add-on seats,5,420.14,2100.7
1487,758,support plan,10,1245.59,12455.9
1488,759,subscription,1,1255.91,1255.91
1489,760,onboarding services,4,820.9,3283.6
1490,760,usage overage,10,1240.26,12402.6
1491,761,subscription,10,1870.37,18703.7
1492,761,usage overage,6,967.16,5802.96
1493,762,usage overage,1,2008.67,2008.67
1494,762,usage overage,3,346.81,1040.43
1495,762,add-on seats,5,610.61,3053.05
1496,763,onboarding services,5,2019.13,10095.65
1497,764,support plan,2,1660.63,3321.26
1498,765,add-on seats,6,1792.53,10755.18
1499,766,onboarding services,1,1472.97,1472.97
1500,766,onboarding services,3,536.29,1608.87
